Sales_ID,Sold
1,Y
2,Y
3,Y
4,Y
5,Y
6,Y
7,Y
8,Y
9,Y
10,Y
11,Y
12,Y
13,Y
15,Y
16,Y
17,Y
18,Y
19,Y
20,Y
21,Y
22,Y
23,Y
24,Y
25,Y
26,Y
27,Y
28,Y
29,Y
30,Y
31,Y
33,Y
34,Y
35,Y
36,Y
37,Y
38,Y
39,Y
40,Y
41,Y
42,Y
43,Y
44,Y
45,Y
46,Y
47,Y
48,Y
49,Y
50,Y
51,Y
52,Y
53,Y
54,Y
55,Y
56,Y
57,Y
58,Y
59,Y
60,Y
61,Y
62,Y
63,Y
64,Y
65,Y
66,Y
67,Y
68,Y
69,Y
70,Y
71,Y
72,Y
73,Y
74,Y
75,Y
76,Y
77,Y
78,Y
80,Y
81,Y
82,Y
83,Y
84,Y
85,Y
86,Y
87,Y
89,Y
90,Y
91,Y
92,Y
93,Y
94,Y
95,Y
96,Y
97,Y
98,Y
99,Y
100,Y
101,Y
102,Y
103,Y
104,Y
105,Y
106,Y
107,Y
108,Y
109,Y
110,Y
111,Y
112,Y
113,Y
114,Y
115,Y
116,Y
117,Y
118,Y
119,Y
121,Y
122,Y
123,Y
124,Y
125,Y
126,Y
127,Y
128,Y
129,Y
130,Y
131,Y
132,Y
133,Y
134,Y
135,Y
136,Y
137,Y
138,Y
140,Y
141,Y
142,Y
143,Y
144,Y
145,Y
146,Y
147,Y
148,Y
149,Y
150,Y
151,Y
152,Y
153,Y
154,Y
155,Y
156,Y
157,Y
158,Y
159,Y
160,Y
161,Y
162,Y
163,Y
164,Y
165,Y
166,Y
167,Y
168,Y
169,Y
170,Y
171,Y
172,Y
173,Y
174,Y
175,Y
176,Y
177,Y
178,Y
179,Y
180,Y
181,Y
182,Y
183,Y
184,Y
185,Y
186,Y
187,Y
188,Y
189,Y
190,Y
191,Y
192,Y
193,Y
194,Y
195,Y
196,Y
197,Y
198,Y
199,Y
200,Y
202,Y
203,Y
204,Y
205,Y
206,Y
208,Y
209,Y
210,Y
211,Y
212,Y
213,Y
214,Y
215,Y
216,Y
217,Y
218,Y
219,Y
220,Y
221,Y
222,Y
223,Y
224,Y
225,Y
226,Y
227,Y
228,Y
230,Y
231,Y
232,Y
233,Y
234,Y
235,Y
236,Y
237,Y
238,Y
239,Y
240,Y
241,Y
242,Y
243,Y
244,Y
245,Y
246,Y
247,Y
248,Y
249,Y
250,Y
251,Y
252,Y
254,Y
255,Y
256,Y
257,Y
258,Y
259,Y
260,Y
261,Y
262,Y
263,Y
264,Y
265,Y
266,Y
267,Y
268,Y
269,Y
270,Y
271,Y
272,Y
273,Y
274,Y
275,Y
276,Y
277,Y
278,Y
279,Y
280,Y
281,Y
282,Y
283,Y
284,Y
285,Y
286,Y
287,Y
288,Y
289,Y
290,Y
291,Y
292,Y
293,Y
294,Y
295,Y
296,Y
297,Y
298,Y
299,Y
300,Y
301,Y
302,Y
303,Y
304,Y
305,Y
306,Y
308,Y
309,Y
310,Y
311,Y
312,Y
313,Y
314,Y
315,Y
316,Y
318,Y
319,Y
320,Y
321,Y
322,Y
323,Y
324,Y
325,Y
326,Y
327,Y
328,Y
329,Y
330,Y
331,Y
332,Y
333,Y
334,Y
335,Y
336,Y
338,Y
339,Y
340,Y
341,Y
342,Y
343,Y
344,Y
345,Y
346,Y
347,Y
348,Y
349,Y
350,Y
351,Y
352,Y
353,Y
354,Y
355,Y
356,Y
357,Y
358,Y
359,Y
360,Y
361,Y
362,Y
363,Y
364,Y
365,Y
366,Y
367,Y
368,Y
369,Y
370,Y
371,Y
372,Y
373,Y
374,Y
375,Y
376,Y
377,Y
378,Y
379,Y
380,Y
381,Y
382,Y
383,Y
384,Y
385,Y
386,Y
387,Y
388,Y
389,Y
390,Y
392,Y
393,Y
394,Y
395,Y
396,Y
397,Y
398,Y
399,Y
400,Y
401,Y
402,Y
403,Y
404,Y
405,Y
406,Y
407,Y
408,Y
409,Y
410,Y
411,Y
412,Y
413,Y
414,Y
415,Y
416,Y
417,Y
418,Y
419,Y
420,Y
421,Y
422,Y
423,Y
424,Y
425,Y
426,Y
427,Y
428,Y
429,Y
430,Y
431,Y
432,Y
433,Y
434,Y
435,Y
436,Y
437,Y
438,Y
439,Y
440,Y
441,Y
442,Y
443,Y
444,Y
445,Y
446,Y
447,Y
448,Y
449,Y
450,Y
451,Y
452,Y
453,Y
454,Y
455,Y
456,Y
457,Y
458,Y
459,Y
460,Y
461,Y
462,Y
463,Y
464,Y
465,Y
466,Y
467,Y
468,Y
469,Y
470,Y
471,Y
472,Y
473,Y
474,Y
475,Y
476,Y
477,Y
478,Y
479,Y
480,Y
481,Y
482,Y
483,Y
484,Y
485,Y
486,Y
487,Y
488,Y
489,Y
490,Y
491,Y
492,Y
493,Y
494,Y
495,Y
496,Y
497,Y
498,Y
499,Y
500,Y
501,Y
502,Y
503,Y
504,Y
505,Y
506,Y
507,Y
508,Y
509,Y
510,Y
511,Y
512,Y
513,Y
514,Y
515,Y
516,Y
518,Y
519,Y
520,Y
521,Y
522,Y
523,Y
524,Y
525,Y
526,Y
527,Y
528,Y
529,Y
530,Y
531,Y
532,Y
533,Y
534,Y
535,Y
537,Y
538,Y
539,Y
541,Y
542,Y
543,Y
544,Y
545,Y
546,Y
547,Y
548,Y
549,Y
550,Y
551,Y
552,Y
553,Y
554,Y
555,Y
556,Y
557,Y
558,Y
559,Y
560,Y
561,Y
562,Y
563,Y
564,Y
565,Y
566,Y
567,Y
568,Y
569,Y
570,Y
571,Y
572,Y
573,Y
574,Y
575,Y
578,Y
579,Y
580,Y
581,Y
582,Y
583,Y
584,Y
585,Y
586,Y
587,Y
588,Y
589,Y
590,Y
591,Y
592,Y
593,Y
594,Y
595,Y
596,Y
597,Y
598,Y
599,Y
600,Y
601,Y
602,Y
603,Y
604,Y
605,Y
606,Y
607,Y
608,Y
609,Y
610,Y
611,Y
612,Y
613,Y
614,Y
615,Y
616,Y
617,Y
618,Y
619,Y
620,Y
621,Y
622,Y
623,Y
624,Y
625,Y
626,Y
627,Y
628,Y
629,Y
630,Y
631,Y
632,Y
633,Y
634,Y
635,Y
636,Y
637,Y
638,Y
639,Y
640,Y
641,Y
642,Y
643,Y
644,Y
645,Y
646,Y
647,Y
648,Y
649,Y
650,Y
651,Y
652,Y
653,Y
654,Y
655,Y
656,Y
657,Y
658,Y
659,Y
660,Y
661,Y
662,Y
663,Y
664,Y
665,Y
666,Y
667,Y
668,Y
669,Y
670,Y
671,Y
672,Y
673,Y
674,Y
675,Y
676,Y
677,Y
678,Y
679,Y
680,Y
681,Y
682,Y
683,Y
684,Y
685,Y
686,Y
687,Y
688,Y
690,Y
691,Y
692,Y
693,Y
694,Y
695,Y
696,Y
697,Y
698,Y
699,Y
700,Y
701,Y
702,Y
703,Y
704,Y
705,Y
706,Y
707,Y
708,Y
709,Y
710,Y
711,Y
712,Y
713,Y
714,Y
715,Y
716,Y
717,Y
718,Y
719,Y
720,Y
721,Y
722,Y
723,Y
724,Y
725,Y
727,Y
728,Y
729,Y
730,Y
731,Y
732,Y
733,Y
734,Y
735,Y
736,Y
737,Y
738,Y
739,Y
740,Y
741,Y
742,Y
743,Y
746,Y
747,Y
749,Y
750,Y
751,Y
752,Y
753,Y
754,Y
755,Y
756,Y
758,Y
759,Y
760,Y
761,Y
762,Y
763,Y
764,Y
765,Y
766,Y
767,Y
768,Y
769,Y
770,Y
771,Y
772,Y
773,Y
774,Y
776,Y
778,Y
779,Y
780,Y
781,Y
782,Y
783,Y
784,Y
785,Y
786,Y
787,Y
788,Y
789,Y
790,Y
791,Y
792,Y
793,Y
794,Y
795,Y
796,Y
797,Y
798,Y
799,Y
800,Y
801,Y
802,Y
803,Y
804,Y
805,Y
806,Y
807,Y
808,Y
809,Y
810,Y
811,Y
812,Y
813,Y
814,Y
815,Y
816,Y
817,Y
818,Y
819,Y
820,Y
821,Y
822,Y
823,Y
824,Y
825,Y
826,Y
827,Y
828,Y
829,Y
830,Y
831,Y
832,Y
833,Y
834,Y
835,Y
836,Y
837,Y
838,Y
839,Y
840,Y
841,Y
842,Y
843,Y
844,Y
845,Y
846,Y
847,Y
848,Y
849,Y
850,Y
851,Y
852,Y
853,Y
854,Y
855,Y
856,Y
857,Y
858,Y
859,Y
860,Y
861,Y
862,Y
864,Y
865,Y
866,Y
867,Y
868,Y
869,Y
870,Y
871,Y
872,Y
873,Y
874,Y
875,Y
876,Y
877,Y
878,Y
879,Y
880,Y
881,Y
882,Y
883,Y
884,Y
885,Y
886,Y
887,Y
888,Y
889,Y
890,Y
891,Y
892,Y
893,Y
894,Y
895,Y
896,Y
897,Y
898,Y
899,Y
900,Y
901,Y
902,Y
903,Y
904,Y
905,Y
906,Y
907,Y
908,Y
909,Y
910,Y
911,Y
912,Y
913,Y
914,Y
915,Y
916,Y
917,Y
918,Y
919,Y
920,Y
921,Y
922,Y
923,Y
924,Y
925,Y
926,Y
927,Y
928,Y
929,Y
930,Y
931,Y
932,Y
933,Y
934,Y
935,Y
936,Y
937,Y
938,Y
939,Y
940,Y
941,Y
942,Y
943,Y
944,Y
945,Y
946,Y
947,Y
948,Y
949,Y
950,Y
951,Y
952,Y
953,Y
954,Y
955,Y
956,Y
957,Y
958,Y
959,Y
960,Y
961,Y
962,Y
963,Y
964,Y
965,Y
966,Y
967,Y
968,Y
969,Y
970,Y
971,Y
972,Y
973,Y
974,Y
975,Y
976,Y
977,Y
978,Y
979,Y
980,Y
981,Y
982,Y
983,Y
984,Y
985,Y
986,Y
987,Y
988,Y
989,Y
990,Y
991,Y
992,Y
994,Y
995,Y
996,Y
997,Y
998,Y
999,Y
1000,Y
1001,Y
1002,Y
1003,Y
1004,Y
1005,Y
1006,Y
1007,Y
1008,Y
1009,Y
1010,Y
1011,Y
1012,Y
1013,Y
1014,Y
1015,Y
1017,Y
1018,Y
1019,Y
1020,Y
1021,Y
1022,Y
1023,Y
1024,Y
1025,Y
1026,Y
1027,Y
1028,Y
1029,Y
1030,Y
1031,Y
1032,Y
1033,Y
1034,Y
1035,Y
1036,Y
1037,Y
1038,Y
1039,Y
1040,Y
1041,Y
1042,Y
1043,Y
1044,Y
1045,Y
1047,Y
1048,Y
1049,Y
1050,Y
1051,Y
1052,Y
1053,Y
1054,Y
1055,Y
1056,Y
1057,Y
1058,Y
1059,Y
1060,Y
1061,Y
1062,Y
1063,Y
1064,Y
1065,Y
1066,Y
1067,Y
1068,Y
1069,Y
1070,Y
1071,Y
1072,Y
1073,Y
1074,Y
1075,Y
1076,Y
1077,Y
1078,Y
1079,Y
1080,Y
1081,Y
1082,Y
1083,Y
1084,Y
1085,Y
1086,Y
1087,Y
1088,Y
1089,Y
1090,Y
1091,Y
1092,Y
1093,Y
1094,Y
1095,Y
1096,Y
1097,Y
1098,Y
1099,Y
1100,Y
1101,Y
1102,Y
1103,Y
1104,Y
1105,Y
1106,Y
1107,Y
1108,Y
1109,Y
1110,Y
1111,Y
1112,Y
1113,Y
1114,Y
1115,Y
1116,Y
1117,Y
1118,Y
1119,Y
1120,Y
1121,Y
1122,Y
1123,Y
1124,Y
1125,Y
1126,Y
1127,Y
1128,Y
1129,Y
1130,Y
1131,Y
1132,Y
1133,Y
1134,Y
1135,Y
1136,Y
1137,Y
1138,Y
1139,Y
1140,Y
1141,Y
1142,Y
1143,Y
1144,Y
1145,Y
1146,Y
1147,Y
1148,Y
1149,Y
1150,Y
1151,Y
1152,Y
1153,Y
1154,Y
1155,Y
1156,Y
1157,Y
1158,Y
1159,Y
1160,Y
1161,Y
1162,Y
1163,Y
1164,Y
1165,Y
1166,Y
1167,Y
1168,Y
1169,Y
1170,Y
1171,Y
1172,Y
1173,Y
1174,Y
1175,Y
1176,Y
1177,Y
1178,Y
1179,Y
1180,Y
1181,Y
1182,Y
1183,Y
1187,Y
1188,Y
1189,Y
1190,Y
1191,Y
1192,Y
1193,Y
1194,Y
1195,Y
1196,Y
1197,Y
1198,Y
1199,Y
1200,Y
1202,Y
1203,Y
1204,Y
1205,Y
1206,Y
1207,Y
1208,Y
1209,Y
1210,Y
1212,Y
1213,Y
1215,Y
1216,Y
1218,Y
1219,Y
1220,Y
1221,Y
1222,Y
1223,Y
1224,Y
1225,Y
1226,Y
1227,Y
1228,Y
1229,Y
1230,Y
1231,Y
1232,Y
1233,Y
1234,Y
1235,Y
1236,Y
1237,Y
1238,Y
1239,Y
1240,Y
1241,Y
1242,Y
1243,Y
1244,Y
1245,Y
1246,Y
1247,Y
1248,Y
1249,Y
1250,Y
1251,Y
1252,Y
1253,Y
1254,Y
1255,Y
1256,Y
1257,Y
1258,Y
1259,Y
1260,Y
1261,Y
1262,Y
1263,Y
1264,Y
1265,Y
1266,Y
1267,Y
1268,Y
1269,Y
1270,Y
1271,Y
1272,Y
1273,Y
1274,Y
1275,Y
1276,Y
1277,Y
1278,Y
1279,Y
1280,Y
1281,Y
1282,Y
1283,Y
1284,Y
1285,Y
1286,Y
1287,Y
1288,Y
1289,Y
1290,Y
1291,Y
1292,Y
1293,Y
1294,Y
1295,Y
1296,Y
1297,Y
1298,Y
1299,Y
1300,Y
1301,Y
1302,Y
1303,Y
1304,Y
1305,Y
1306,Y
1307,Y
1308,Y
1309,Y
1310,Y
1311,Y
1312,Y
1313,Y
1314,Y
1315,Y
1316,Y
1317,Y
1318,Y
1319,Y
1320,Y
1321,Y
1322,Y
1324,Y
1325,Y
1326,Y
1327,Y
1328,Y
1329,Y
1330,Y
1331,Y
1333,Y
1334,Y
1335,Y
1336,Y
1337,Y
1338,Y
1339,Y
1340,Y
1342,Y
1343,Y
1344,Y
1345,Y
1346,Y
1347,Y
1349,Y
1350,Y
1351,Y
1352,Y
1353,Y
1354,Y
1355,Y
1356,Y
1357,Y
1358,Y
1359,Y
1360,Y
1361,Y
1362,Y
1363,Y
1364,Y
1365,Y
1366,Y
1367,Y
1368,Y
1369,Y
1370,Y
1371,Y
1372,Y
1373,Y
1374,Y
1375,Y
1376,Y
1377,Y
1378,Y
1379,Y
1380,Y
1381,Y
1382,Y
1383,Y
1384,Y
1385,Y
1386,Y
1387,Y
1388,Y
1389,Y
1390,Y
1391,Y
1393,Y
1394,Y
1395,Y
1396,Y
1397,Y
1398,Y
1399,Y
1400,Y
1401,Y
1402,Y
1403,Y
1404,Y
1405,Y
1406,Y
1407,Y
1408,Y
1409,Y
1410,Y
1411,Y
1412,Y
1413,Y
1414,Y
1415,Y
1416,Y
1417,Y
1418,Y
1419,Y
1420,Y
1421,Y
1422,Y
1423,Y
1424,Y
1425,Y
1426,Y
1427,Y
1428,Y
1429,Y
1430,Y
1431,Y
1432,Y
1434,Y
1435,Y
1436,Y
1437,Y
1438,Y
1439,Y
1440,Y
1441,Y
1442,Y
1445,Y
1446,Y
1447,Y
1448,Y
1449,Y
1450,Y
1451,Y
1452,Y
1453,Y
1454,Y
1455,Y
1456,Y
1457,Y
1458,Y
1459,Y
1460,Y
1461,Y
1462,Y
1463,Y
1464,Y
1465,Y
1466,Y
1467,Y
1468,Y
1469,Y
1470,Y
1471,Y
1472,Y
1473,Y
1474,Y
1475,Y
1476,Y
1477,Y
1478,Y
1479,Y
1480,Y
1481,Y
1482,Y
1483,Y
1484,Y
1485,Y
1486,Y
1487,Y
1488,Y
1489,Y
1490,Y
1491,Y
1492,Y
1493,Y
1494,Y
1495,Y
1496,Y
1497,Y
1498,Y
1499,Y
1501,Y
1502,Y
1503,Y
1504,Y
1505,Y
1506,Y
1507,Y
1508,Y
1509,Y
1510,Y
1511,Y
1512,Y
1514,Y
1515,Y
1516,Y
1517,Y
1518,Y
1519,Y
1520,Y
1521,Y
1522,Y
1523,Y
1524,Y
1525,Y
1526,Y
1527,Y
1528,Y
1529,Y
1530,Y
1531,Y
1532,Y
1533,Y
1534,Y
1535,Y
1536,Y
1537,Y
1538,Y
1539,Y
1540,Y
1541,Y
1542,Y
1543,Y
1544,Y
1545,Y
1546,Y
1547,Y
1548,Y
1549,Y
1550,Y
1551,Y
1552,Y
1553,Y
1554,Y
1555,Y
1556,Y
1557,Y
1558,Y
1559,Y
1560,Y
1561,Y
1562,Y
1563,Y
1564,Y
1565,Y
1566,Y
1567,Y
1568,Y
1569,Y
1570,Y
1571,Y
1572,Y
1573,Y
1574,Y
1575,Y
1576,Y
1577,Y
1578,Y
1579,Y
1580,Y
1581,Y
1582,Y
1583,Y
1584,Y
1585,Y
1586,Y
1587,Y
1588,Y
1589,Y
1590,Y
1591,Y
1592,Y
1593,Y
1594,Y
1595,Y
1596,Y
1597,Y
1598,Y
1599,Y
1600,Y
1601,Y
1602,Y
1603,Y
1604,Y
1605,Y
1606,Y
1607,Y
1608,Y
1609,Y
1610,Y
1611,Y
1612,Y
1613,Y
1614,Y
1615,Y
1616,Y
1617,Y
1618,Y
1619,Y
1620,Y
1621,Y
1622,Y
1623,Y
1624,Y
1625,Y
1626,Y
1627,Y
1628,Y
1629,Y
1630,Y
1631,Y
1632,Y
1633,Y
1634,Y
1635,Y
1636,Y
1637,Y
1639,Y
1640,Y
1641,Y
1642,Y
1643,Y
1644,Y
1645,Y
1646,Y
1647,Y
1648,Y
1649,Y
1650,Y
1651,Y
1653,Y
1654,Y
1655,Y
1656,Y
1657,Y
1658,Y
1659,Y
1660,Y
1661,Y
1662,Y
1663,Y
1664,Y
1665,Y
1666,Y
1667,Y
1668,Y
1669,Y
1670,Y
1671,Y
1672,Y
1673,Y
1674,Y
1675,Y
1676,Y
1677,Y
1678,Y
1679,Y
1680,Y
1681,Y
1682,Y
1683,Y
1684,Y
1685,Y
1686,Y
1687,Y
1688,Y
1689,Y
1690,Y
1691,Y
1692,Y
1693,Y
1694,Y
1695,Y
1696,Y
1697,Y
1698,Y
1699,Y
1700,Y
1701,Y
1702,Y
1703,Y
1704,Y
1705,Y
1706,Y
1707,Y
1708,Y
1709,Y
1710,Y
1711,Y
1712,Y
1713,Y
1714,Y
1715,Y
1716,Y
1717,Y
1718,Y
1719,Y
1720,Y
1721,Y
1722,Y
1723,Y
1724,Y
1725,Y
1726,Y
1727,Y
1728,Y
1729,Y
1730,Y
1731,Y
1732,Y
1733,Y
1734,Y
1735,Y
1736,Y
1737,Y
1738,Y
1739,Y
1740,Y
1741,Y
1742,Y
1743,Y
1744,Y
1745,Y
1746,Y
1747,Y
1749,Y
1750,Y
1751,Y
1752,Y
1753,Y
1754,Y
1755,Y
1756,Y
1757,Y
1758,Y
1759,Y
1760,Y
1761,Y
1762,Y
1763,Y
1764,Y
1765,Y
1766,Y
1767,Y
1768,Y
1769,Y
1770,Y
1771,Y
1772,Y
1773,Y
1774,Y
1775,Y
1776,Y
1777,Y
1778,Y
1779,Y
1780,Y
1781,Y
1782,Y
1783,Y
1784,Y
1785,Y
1787,Y
1788,Y
1789,Y
1790,Y
1791,Y
1792,Y
1793,Y
1794,Y
1795,Y
1796,Y
1797,Y
1798,Y
1799,Y
1800,Y
1801,Y
1802,Y
1803,Y
1804,Y
1805,Y
1806,Y
1807,Y
1808,Y
1809,Y
1811,Y
1812,Y
1813,Y
1814,Y
1815,Y
1817,Y
1818,Y
1819,Y
1820,Y
1821,Y
1822,Y
1823,Y
1824,Y
1825,Y
1826,Y
1827,Y
1828,Y
1829,Y
1830,Y
1831,Y
1832,Y
1833,Y
1834,Y
1835,Y
1836,Y
1837,Y
1838,Y
1839,Y
1840,Y
1841,Y
1842,Y
1843,Y
1844,Y
1845,Y
1846,Y
1847,Y
1848,Y
1849,Y
1850,Y
1851,Y
1852,Y
1853,Y
1854,Y
1855,Y
1856,Y
1857,Y
1858,Y
1859,Y
1860,Y
1861,Y
1862,Y
1863,Y
1864,Y
1865,Y
1866,Y
1867,Y
1868,Y
1869,Y
1870,Y
1871,Y
1872,Y
1873,Y
1874,Y
1875,Y
1876,Y
1877,Y
1878,Y
1879,Y
1880,Y
1881,Y
1882,Y
1883,Y
1884,Y
1885,Y
1886,Y
1887,Y
1888,Y
1889,Y
1890,Y
1891,Y
1892,Y
1893,Y
1894,Y
1895,Y
1896,Y
1897,Y
1898,Y
1899,Y
1900,Y
1901,Y
1902,Y
1903,Y
1904,Y
1905,Y
1906,Y
1907,Y
1908,Y
1909,Y
1910,Y
1911,Y
1912,Y
1913,Y
1914,Y
1915,Y
1916,Y
1917,Y
1918,Y
1919,Y
1920,Y
1921,Y
1923,Y
1924,Y
1925,Y
1926,Y
1927,Y
1928,Y
1929,Y
1930,Y
1931,Y
1932,Y
1933,Y
1935,Y
1936,Y
1937,Y
1938,Y
1939,Y
1940,Y
1941,Y
1942,Y
1943,Y
1944,Y
1945,Y
1946,Y
1947,Y
1948,Y
1949,Y
1950,Y
1951,Y
1952,Y
1953,Y
1954,Y
1955,Y
1956,Y
1959,Y
1960,Y
1961,Y
1962,Y
1963,Y
1964,Y
1965,Y
1966,Y
1967,Y
1968,Y
1969,Y
1970,Y
1971,Y
1972,Y
1974,Y
1975,Y
1976,Y
1977,Y
1978,Y
1979,Y
1980,Y
1981,Y
1982,Y
1983,Y
1984,Y
1985,Y
1986,Y
1987,Y
1988,Y
1989,Y
1990,Y
1991,Y
1992,Y
1993,Y
1994,Y
1995,Y
1996,Y
1997,Y
1998,Y
1999,Y
2000,Y
2001,Y
2002,Y
2003,Y
2004,Y
2005,Y
2006,Y
2007,Y
2008,Y
2009,Y
2010,Y
2011,Y
2012,Y
2013,Y
2014,Y
2015,Y
2016,Y
2017,Y
2018,Y
2019,Y
2020,Y
2021,Y
2022,Y
2023,Y
2024,Y
2025,Y
2026,Y
2027,Y
2028,Y
2029,Y
2031,Y
2032,Y
2033,Y
2034,Y
2035,Y
2036,Y
2037,Y
2038,Y
2039,Y
2040,Y
2041,Y
2042,Y
2043,Y
2044,Y
2045,Y
2046,Y
2047,Y
2049,Y
2050,Y
2051,Y
2052,Y
2053,Y
2054,Y
2055,Y
2056,Y
2057,Y
2058,Y
2059,Y
2060,Y
2061,Y
2062,N
2063,N
2064,N
2065,N
2066,N
2067,N
2068,N
2069,N
2070,N
2071,N
2072,N
2073,N
2074,N
2075,N
2076,N
2077,N
2078,N
2079,N
2080,N
2081,N
2082,N
2083,N
2084,N
2085,N
2086,N
2087,N
2088,N
2089,N
2090,N
2091,N
2092,N
2093,N
2094,N
2095,N
2096,N
2097,N
2098,N
2099,N
2100,N
2101,N
2102,N
2103,N
2104,N
2105,N
2107,N
2108,N
2109,N
2110,N
2111,N
2112,N
2113,N
2115,N
2116,N
2117,N
2118,N
2119,N
2120,N
2121,N
2122,N
2123,N
2124,N
2126,N
2127,N
2128,N
2129,N
2130,N
2131,N
2132,N
2133,N
2134,N
2135,N
2136,N
2137,N
2138,N
2139,N
2140,N
2141,N
2142,N
2143,N
2144,N
2145,N
2146,N
2147,N
2148,N
2149,N
2151,N
2152,N
2153,N
2154,N
2155,N
